GEO,Bases,Downloads,Instrument_model,Library_layout,Library_strategy,Organism,Organization,SRA,Source,Title,Sample_characteristics,Tissue,Public_Time,Submission_Time,Pubmed,Authors,Ftp,Md5,Bisulfite_conversion_rate
GSM2536561,60.5G,21.6Gb,Illumina HiSeq 2500,PAIRED,WGBS,Homo sapiens,Johns Hopkins University School of Medicine,SRR5343800,NeuN negative nuclei sorted from nucleus accumbens (NAcc);cell type: NeuN neg;tissue: nucleus accumbens (NAcc);individual id: 5552,5552_NAcc_neg (bisulfite-Seq),Brain_NAcc_NeuN_neg,Brain,2018-12-17,2017-03-14,30643296,"Rizzardi LF,Hickey P,Hansen KD,Feinberg AP","ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/000/SRR5343800/SRR5343800_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/000/SRR5343800/SRR5343800_2.fastq.gz","a79c86c4fac2cd899966ef550d34b608,fed35380d651941f27bea9aa494afecc",99.35
GSM2536562,51.8G,18.3Gb,Illumina HiSeq 2500,PAIRED,WGBS,Homo sapiens,Johns Hopkins University School of Medicine,SRR5343801,NeuN positive nuclei sorted from nucleus accumbens (NAcc);cell type: NeuN pos;tissue: nucleus accumbens (NAcc);individual id: 5552,5552_NAcc_pos (bisulfite-Seq),Brain_NAcc_NeuN_pos,Brain,2018-12-17,2017-03-14,30643296,"Rizzardi LF,Hickey P,Hansen KD,Feinberg AP","ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/001/SRR5343801/SRR5343801_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/001/SRR5343801/SRR5343801_2.fastq.gz","329a125cfa85b4ad5ff3636c68d86545,da60a7b04ea9cfab7b788749f694144d",96.17
GSM2536563,53G,18.8Gb,Illumina HiSeq 2500,PAIRED,WGBS,Homo sapiens,Johns Hopkins University School of Medicine,SRR5343802,NeuN negative nuclei sorted from anterior cingulate cortex (BA24);cell type: NeuN neg;tissue: anterior cingulate cortex (BA24);individual id: 5569,5569_BA24_neg (bisulfite-Seq),Brain_BA24_NeuN_neg,Brain,2018-12-17,2017-03-14,30643296,"Rizzardi LF,Hickey P,Hansen KD,Feinberg AP","ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/002/SRR5343802/SRR5343802_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/002/SRR5343802/SRR5343802_2.fastq.gz","5ac0c8c46d6009c361bf12f06a8cdb23,38608aea86f2f41ca78cb453cd8c608d",99.31
GSM2536564,73.1G,25.7Gb,Illumina HiSeq 2500,PAIRED,WGBS,Homo sapiens,Johns Hopkins University School of Medicine,SRR5343803,NeuN positive nuclei sorted from anterior cingulate cortex (BA24);cell type: NeuN pos;tissue: anterior cingulate cortex (BA24);individual id: 5569,5569_BA24_pos (bisulfite-Seq),Brain_BA24_NeuN_pos,Brain,2018-12-17,2017-03-14,30643296,"Rizzardi LF,Hickey P,Hansen KD,Feinberg AP","ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/003/SRR5343803/SRR5343803_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/003/SRR5343803/SRR5343803_2.fastq.gz","c003fc67242cb240a875c29d2fc65217,152c645eb08905974806173ed171577c",95.93
GSM2536565,48.9G,23.6Gb,Illumina HiSeq 2500,PAIRED,WGBS,Homo sapiens,Johns Hopkins University School of Medicine,SRR5343804,NeuN negative nuclei sorted from prefrontal cortex (BA9);cell type: NeuN neg;tissue: prefrontal cortex (BA9);individual id: 5569,5569_BA9_neg (bisulfite-Seq),Brain_BA9_NeuN_neg,Brain,2018-12-17,2017-03-14,30643296,"Rizzardi LF,Hickey P,Hansen KD,Feinberg AP","ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/004/SRR5343804/SRR5343804_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/004/SRR5343804/SRR5343804_2.fastq.gz","a6d8d295f9edddfb73fefe51a39c77ee,9baf6208675f51526e6b85934522db82",99.29
GSM2536566,51.4G,24.8Gb,Illumina HiSeq 2500,PAIRED,WGBS,Homo sapiens,Johns Hopkins University School of Medicine,SRR5343805,NeuN positive nuclei sorted from prefrontal cortex (BA9);cell type: NeuN pos;tissue: prefrontal cortex (BA9);individual id: 5569,5569_BA9_pos (bisulfite-Seq),Brain_BA9_NeuN_pos,Brain,2018-12-17,2017-03-14,30643296,"Rizzardi LF,Hickey P,Hansen KD,Feinberg AP","ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/005/SRR5343805/SRR5343805_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/005/SRR5343805/SRR5343805_2.fastq.gz","e2a7f19879f6d877bf3edb4ea9150fb5,f13cac13720d11eb3380e2f560d97d27",95.84
GSM2536567,46.7G,22.2Gb,Illumina HiSeq 2500,PAIRED,WGBS,Homo sapiens,Johns Hopkins University School of Medicine,SRR5343806,NeuN negative nuclei sorted from hippocampus (HC);cell type: NeuN neg;tissue: hippocampus (HC);individual id: 5569,5569_HC_neg (bisulfite-Seq),Brain_HC_NeuN_neg,Brain,2018-12-17,2017-03-14,30643296,"Rizzardi LF,Hickey P,Hansen KD,Feinberg AP","ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/006/SRR5343806/SRR5343806_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/006/SRR5343806/SRR5343806_2.fastq.gz","230e2abc252f2dccbbfa0e0fb3ba1404,bb976bda35d6eb7bc8d50d5a2cebb2f5",99.3
GSM2536568,72.7G,38.8Gb,Illumina HiSeq 2500,PAIRED,WGBS,Homo sapiens,Johns Hopkins University School of Medicine,SRR5343807,NeuN positive nuclei sorted from hippocampus (HC);cell type: NeuN pos;tissue: hippocampus (HC);individual id: 5569,5569_HC_pos (bisulfite-Seq),Brain_HC_NeuN_pos,Brain,2018-12-17,2017-03-14,30643296,"Rizzardi LF,Hickey P,Hansen KD,Feinberg AP","ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/007/SRR5343807/SRR5343807_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/007/SRR5343807/SRR5343807_2.fastq.gz","4a7a34f046da8a0e796c5abbbf516657,e60f0287d631c07680385585caa251c8",96.73
GSM2536569,71.3G,38.8Gb,Illumina HiSeq 2500,PAIRED,WGBS,Homo sapiens,Johns Hopkins University School of Medicine,SRR5343808,NeuN negative nuclei sorted from nucleus accumbens (NAcc);cell type: NeuN neg;tissue: nucleus accumbens (NAcc);individual id: 5569,5569_NAcc_neg (bisulfite-Seq),Brain_NAcc_NeuN_neg,Brain,2018-12-17,2017-03-14,30643296,"Rizzardi LF,Hickey P,Hansen KD,Feinberg AP","ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/008/SRR5343808/SRR5343808_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/008/SRR5343808/SRR5343808_2.fastq.gz","ed83eae97713c8819e44c6b6cb4560ce,be95ab9c45f7006ba66f61d29efbefb2",99.39
GSM2536570,74.4G,26.2Gb,Illumina HiSeq 2500,PAIRED,WGBS,Homo sapiens,Johns Hopkins University School of Medicine,SRR5343809,NeuN positive nuclei sorted from nucleus accumbens (NAcc);cell type: NeuN pos;tissue: nucleus accumbens (NAcc);individual id: 5569,5569_NAcc_pos (bisulfite-Seq),Brain_NAcc_NeuN_pos,Brain,2018-12-17,2017-03-14,30643296,"Rizzardi LF,Hickey P,Hansen KD,Feinberg AP","ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/009/SRR5343809/SRR5343809_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/009/SRR5343809/SRR5343809_2.fastq.gz","bb9aab3cb0fef346208c19b8658149e9,bacd6b2e511d461a65211fc7524fe72c",97.03
GSM2536571,79.3G,41Gb,Illumina HiSeq 2500,PAIRED,WGBS,Homo sapiens,Johns Hopkins University School of Medicine,SRR5343810,NeuN positive nuclei sorted from anterior cingulate cortex (BA24);cell type: NeuN pos;tissue: anterior cingulate cortex (BA24);individual id: 5570,5570_BA24_pos (bisulfite-Seq),Brain_BA24_NeuN_pos,Brain,2018-12-17,2017-03-14,30643296,"Rizzardi LF,Hickey P,Hansen KD,Feinberg AP","ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/000/SRR5343810/SRR5343810_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/000/SRR5343810/SRR5343810_2.fastq.gz","2e3b722412b280d38c5c2052693907a8,8029e516f3585ece1db65a4fcafb549f",96.77
GSM2536572,78.1G,41.6Gb,Illumina HiSeq 2500,PAIRED,WGBS,Homo sapiens,Johns Hopkins University School of Medicine,SRR5343811,NeuN negative nuclei sorted from prefrontal cortex (BA9);cell type: NeuN neg;tissue: prefrontal cortex (BA9);individual id: 5570,5570_BA9_neg (bisulfite-Seq),Brain_BA9_NeuN_neg,Brain,2018-12-17,2017-03-14,30643296,"Rizzardi LF,Hickey P,Hansen KD,Feinberg AP","ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/001/SRR5343811/SRR5343811_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/001/SRR5343811/SRR5343811_2.fastq.gz","98fffad4175d549dbeb6512b15edafd9,489ebb542c950bb3a65c536da397cd36",99.3
GSM2536573,74.2G,37.7Gb,Illumina HiSeq 2500,PAIRED,WGBS,Homo sapiens,Johns Hopkins University School of Medicine,SRR5343812,NeuN positive nuclei sorted from prefrontal cortex (BA9);cell type: NeuN pos;tissue: prefrontal cortex (BA9);individual id: 5570,5570_BA9_pos (bisulfite-Seq),Brain_BA9_NeuN_pos,Brain,2018-12-17,2017-03-14,30643296,"Rizzardi LF,Hickey P,Hansen KD,Feinberg AP","ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/002/SRR5343812/SRR5343812_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/002/SRR5343812/SRR5343812_2.fastq.gz","f5c4cd598f94ddf2f4d038fc1b554ed5,7d9a7267202ad403788b60027780db25",96.55
GSM2536574,65.3G,22.9Gb,Illumina HiSeq 2500,PAIRED,WGBS,Homo sapiens,Johns Hopkins University School of Medicine,SRR5343813,NeuN negative nuclei sorted from hippocampus (HC);cell type: NeuN neg;tissue: hippocampus (HC);individual id: 5570,5570_HC_neg (bisulfite-Seq),Brain_HC_NeuN_neg,Brain,2018-12-17,2017-03-14,30643296,"Rizzardi LF,Hickey P,Hansen KD,Feinberg AP","ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/003/SRR5343813/SRR5343813_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/003/SRR5343813/SRR5343813_2.fastq.gz","68aa5260718eb899106a546daf2abc83,151e520b2f5c85fdd6911b254739f151",99.33
GSM2536575,64.1G,22.7Gb,Illumina HiSeq 2500,PAIRED,WGBS,Homo sapiens,Johns Hopkins University School of Medicine,SRR5343814,NeuN positive nuclei sorted from hippocampus (HC);cell type: NeuN pos;tissue: hippocampus (HC);individual id: 5570,5570_HC_pos (bisulfite-Seq),Brain_HC_NeuN_pos,Brain,2018-12-17,2017-03-14,30643296,"Rizzardi LF,Hickey P,Hansen KD,Feinberg AP","ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/004/SRR5343814/SRR5343814_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/004/SRR5343814/SRR5343814_2.fastq.gz","05268e0a8d3332788fc76a48e7cb8ab7,f26c3867590709aaa09f0249cca95728",96.65
GSM2536576,50.9G,24.3Gb,Illumina HiSeq 2500,PAIRED,WGBS,Homo sapiens,Johns Hopkins University School of Medicine,SRR5343815,NeuN negative nuclei sorted from nucleus accumbens (NAcc);cell type: NeuN neg;tissue: nucleus accumbens (NAcc);individual id: 5570,5570_NAcc_neg (bisulfite-Seq),Brain_NAcc_NeuN_neg,Brain,2018-12-17,2017-03-14,30643296,"Rizzardi LF,Hickey P,Hansen KD,Feinberg AP","ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/005/SRR5343815/SRR5343815_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/005/SRR5343815/SRR5343815_2.fastq.gz","1d3d1a14fe8fcfbcd0afaddb7b8f37fe,1b70c6c5a0f03ae9d599298bfca3848f",99.31
GSM2536577,47.3G,22.2Gb,Illumina HiSeq 2500,PAIRED,WGBS,Homo sapiens,Johns Hopkins University School of Medicine,SRR5343816,NeuN positive nuclei sorted from nucleus accumbens (NAcc);cell type: NeuN pos;tissue: nucleus accumbens (NAcc);individual id: 5570,5570_NAcc_pos (bisulfite-Seq),Brain_NAcc_NeuN_pos,Brain,2018-12-17,2017-03-14,30643296,"Rizzardi LF,Hickey P,Hansen KD,Feinberg AP","ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/006/SRR5343816/SRR5343816_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/006/SRR5343816/SRR5343816_2.fastq.gz","6f7620019e247a7af016f84c506143e1,9dc90dafd01380d6274bb07f4722e3c8",96.8
GSM2536578,65.7G,23.4Gb,Illumina HiSeq 2500,PAIRED,WGBS,Homo sapiens,Johns Hopkins University School of Medicine,SRR5343817,NeuN negative nuclei sorted from anterior cingulate cortex (BA24);cell type: NeuN neg;tissue: anterior cingulate cortex (BA24);individual id: 5628,5628_BA24_neg (bisulfite-Seq),Brain_BA24_NeuN_neg,Brain,2018-12-17,2017-03-14,30643296,"Rizzardi LF,Hickey P,Hansen KD,Feinberg AP","ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/007/SRR5343817/SRR5343817_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/007/SRR5343817/SRR5343817_2.fastq.gz","e93a306798b4fd66f9c0460f3f641cd8,6d3113175b49536b0d8c0bcbcfc66557",99.24
GSM2536579,56.6G,19.9Gb,Illumina HiSeq 2500,PAIRED,WGBS,Homo sapiens,Johns Hopkins University School of Medicine,SRR5343818,NeuN positive nuclei sorted from anterior cingulate cortex (BA24);cell type: NeuN pos;tissue: anterior cingulate cortex (BA24);individual id: 5628,5628_BA24_pos (bisulfite-Seq),Brain_BA24_NeuN_pos,Brain,2018-12-17,2017-03-14,30643296,"Rizzardi LF,Hickey P,Hansen KD,Feinberg AP","ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/008/SRR5343818/SRR5343818_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/008/SRR5343818/SRR5343818_2.fastq.gz","24354dec114a698a2114719b14da5d39,9d60fa93a20206338fa452ae1ed7522b",96.46
GSM2536580,53.5G,25.2Gb,Illumina HiSeq 2500,PAIRED,WGBS,Homo sapiens,Johns Hopkins University School of Medicine,SRR5343819,NeuN negative nuclei sorted from prefrontal cortex (BA9);cell type: NeuN neg;tissue: prefrontal cortex (BA9);individual id: 5628,5628_BA9_neg (bisulfite-Seq),Brain_BA9_NeuN_neg,Brain,2018-12-17,2017-03-14,30643296,"Rizzardi LF,Hickey P,Hansen KD,Feinberg AP","ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/009/SRR5343819/SRR5343819_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/009/SRR5343819/SRR5343819_2.fastq.gz","9aa5c8aa69e8d78d967781b3d0a4fae9,655a4cf968321b963f435601031bf443",98.66
GSM2536581,46.2G,21.5Gb,Illumina HiSeq 2500,PAIRED,WGBS,Homo sapiens,Johns Hopkins University School of Medicine,SRR5343820,NeuN positive nuclei sorted from prefrontal cortex (BA9);cell type: NeuN pos;tissue: prefrontal cortex (BA9);individual id: 5628,5628_BA9_pos (bisulfite-Seq),Brain_BA9_NeuN_pos,Brain,2018-12-17,2017-03-14,30643296,"Rizzardi LF,Hickey P,Hansen KD,Feinberg AP","ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/000/SRR5343820/SRR5343820_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/000/SRR5343820/SRR5343820_2.fastq.gz","dbbdcde97b8b006eccfda1b01df56357,590198919bbaf8ad3e4c2d6d42704c34",96.01
GSM2536582,82.1G,43Gb,Illumina HiSeq 2500,PAIRED,WGBS,Homo sapiens,Johns Hopkins University School of Medicine,SRR5343821,NeuN negative nuclei sorted from hippocampus (HC);cell type: NeuN neg;tissue: hippocampus (HC);individual id: 5628,5628_HC_neg (bisulfite-Seq),Brain_HC_NeuN_neg,Brain,2018-12-17,2017-03-14,30643296,"Rizzardi LF,Hickey P,Hansen KD,Feinberg AP","ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/001/SRR5343821/SRR5343821_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/001/SRR5343821/SRR5343821_2.fastq.gz","c27daff623604dc2c6eae501875eb707,80d965216cd1375b3f75e8e5bb409b6b",99.28
GSM2536583,73.1G,39.2Gb,Illumina HiSeq 2500,PAIRED,WGBS,Homo sapiens,Johns Hopkins University School of Medicine,SRR5343822,NeuN positive nuclei sorted from hippocampus (HC);cell type: NeuN pos;tissue: hippocampus (HC);individual id: 5628,5628_HC_pos (bisulfite-Seq),Brain_HC_NeuN_pos,Brain,2018-12-17,2017-03-14,30643296,"Rizzardi LF,Hickey P,Hansen KD,Feinberg AP","ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/002/SRR5343822/SRR5343822_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/002/SRR5343822/SRR5343822_2.fastq.gz","510f861d7c17b7d7f9187a597dab5bfb,5abd12670bf780f86a41bc8cf54f75ac",96.69
GSM2536584,51.5G,24.1Gb,Illumina HiSeq 2500,PAIRED,WGBS,Homo sapiens,Johns Hopkins University School of Medicine,SRR5343823,NeuN negative nuclei sorted from nucleus accumbens (NAcc);cell type: NeuN neg;tissue: nucleus accumbens (NAcc);individual id: 5628,5628_NAcc_neg (bisulfite-Seq),Brain_NAcc_NeuN_neg,Brain,2018-12-17,2017-03-14,30643296,"Rizzardi LF,Hickey P,Hansen KD,Feinberg AP","ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/003/SRR5343823/SRR5343823_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/003/SRR5343823/SRR5343823_2.fastq.gz","71d5542eb10daad93898373f02e985c5,981f9f80f4b8848b0476687c467ea94c",99.3
GSM2536585,49.5G,23.3Gb,Illumina HiSeq 2500,PAIRED,WGBS,Homo sapiens,Johns Hopkins University School of Medicine,SRR5343824,NeuN positive nuclei sorted from nucleus accumbens (NAcc);cell type: NeuN pos;tissue: nucleus accumbens (NAcc);individual id: 5628,5628_NAcc_pos (bisulfite-Seq),Brain_NAcc_NeuN_pos,Brain,2018-12-17,2017-03-14,30643296,"Rizzardi LF,Hickey P,Hansen KD,Feinberg AP","ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/004/SRR5343824/SRR5343824_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/004/SRR5343824/SRR5343824_2.fastq.gz","874cacd1565d8e02245c9b843ded221e,efea78ce1b9270ca87a3c30287b57446",96.84
GSM2536586,51.6G,26.4Gb,Illumina HiSeq 2500,PAIRED,WGBS,Homo sapiens,Johns Hopkins University School of Medicine,SRR5343825,nucleus accumbens (NAcc) tissue;cell type: bulk tissue;tissue: nucleus accumbens (NAcc);individual id: 5085,5085_NAcc (bisulfite-Seq),Brain_NAcc_bulk,Brain,2018-12-17,2017-03-14,30643296,"Rizzardi LF,Hickey P,Hansen KD,Feinberg AP","ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/005/SRR5343825/SRR5343825_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/005/SRR5343825/SRR5343825_2.fastq.gz","ba12fcaba1edf468ce8a5f900e4ec0f9,094626df9aff0edacc11c6ab639cb581",98.77
GSM2536587,61.8G,30.5Gb,Illumina HiSeq 2500,PAIRED,WGBS,Homo sapiens,Johns Hopkins University School of Medicine,SRR5343826,prefrontal cortex (BA9) tissue;cell type: bulk tissue;tissue: prefrontal cortex (BA9);individual id: 5086,5086_BA9 (bisulfite-Seq),Brain_BA9_bulk,Brain,2018-12-17,2017-03-14,30643296,"Rizzardi LF,Hickey P,Hansen KD,Feinberg AP","ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/006/SRR5343826/SRR5343826_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/006/SRR5343826/SRR5343826_2.fastq.gz","fe652edbbc59bc2e6d0621c632fad2ac,7e7626a2cec91077cd2c3767fddd28e9",98.21
GSM2536588,53G,26.5Gb,Illumina HiSeq 2500,PAIRED,WGBS,Homo sapiens,Johns Hopkins University School of Medicine,SRR5343827,nucleus accumbens (NAcc) tissue;cell type: bulk tissue;tissue: nucleus accumbens (NAcc);individual id: 5086,5086_NAcc (bisulfite-Seq),Brain_NAcc_bulk,Brain,2018-12-17,2017-03-14,30643296,"Rizzardi LF,Hickey P,Hansen KD,Feinberg AP","ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/007/SRR5343827/SRR5343827_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/007/SRR5343827/SRR5343827_2.fastq.gz","4b7653b5a109db3b8486b8e6d46b2919,49013cef0583a9490f86fb8b3e8ecb59",98.66
GSM2536589,60.8G,29.9Gb,Illumina HiSeq 2500,PAIRED,WGBS,Homo sapiens,Johns Hopkins University School of Medicine,SRR5343828,prefrontal cortex (BA9) tissue;cell type: bulk tissue;tissue: prefrontal cortex (BA9);individual id: 5248,5248_BA9 (bisulfite-Seq),Brain_BA9_bulk,Brain,2018-12-17,2017-03-14,30643296,"Rizzardi LF,Hickey P,Hansen KD,Feinberg AP","ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/008/SRR5343828/SRR5343828_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/008/SRR5343828/SRR5343828_2.fastq.gz","d0996bef65fe4e5a313524b40b8a99db,16c8c6c6595e5a1caf2acc1aa87194ab",98.16
GSM2536590,59.6G,29.9Gb,Illumina HiSeq 2500,PAIRED,WGBS,Homo sapiens,Johns Hopkins University School of Medicine,SRR5343829,hippocampus (HC) tissue;cell type: bulk tissue;tissue: hippocampus (HC);individual id: 5248,5248_HC (bisulfite-Seq),Brain_HC_bulk,Brain,2018-12-17,2017-03-14,30643296,"Rizzardi LF,Hickey P,Hansen KD,Feinberg AP","ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/009/SRR5343829/SRR5343829_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/009/SRR5343829/SRR5343829_2.fastq.gz","b55d72f0ca1d23a90870a41ebbd3fcd7,89465d0fab9d00292de839eebb1d40d5",98.7
GSM2536591,58.7G,29.5Gb,Illumina HiSeq 2500,PAIRED,WGBS,Homo sapiens,Johns Hopkins University School of Medicine,SRR5343830,anterior cingulate cortex (BA24) tissue;cell type: bulk tissue;tissue: anterior cingulate cortex (BA24);individual id: 5250,5250_BA24 (bisulfite-Seq),Brain_BA24_bulk,Brain,2018-12-17,2017-03-14,30643296,"Rizzardi LF,Hickey P,Hansen KD,Feinberg AP","ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/000/SRR5343830/SRR5343830_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/000/SRR5343830/SRR5343830_2.fastq.gz","cf184f6119c1ae61ee9f208075c3c9bf,bc18297b7db762e87d0a8c95f7ca091b",99.13
GSM2536592,55.5G,27.4Gb,Illumina HiSeq 2500,PAIRED,WGBS,Homo sapiens,Johns Hopkins University School of Medicine,SRR5343831,prefrontal cortex (BA9) tissue;cell type: bulk tissue;tissue: prefrontal cortex (BA9);individual id: 5250,5250_BA9 (bisulfite-Seq),Brain_BA9_bulk,Brain,2018-12-17,2017-03-14,30643296,"Rizzardi LF,Hickey P,Hansen KD,Feinberg AP","ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/001/SRR5343831/SRR5343831_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/001/SRR5343831/SRR5343831_2.fastq.gz","5fbeb858f5c002ec33cc3b2c8d7281f7,5460596fc77a8e8f41985758aa10758d",97.86
GSM2536593,54.8G,27.1Gb,Illumina HiSeq 2500,PAIRED,WGBS,Homo sapiens,Johns Hopkins University School of Medicine,SRR5343832,nucleus accumbens (NAcc) tissue;cell type: bulk tissue;tissue: nucleus accumbens (NAcc);individual id: 5250,5250_NAcc (bisulfite-Seq),Brain_NAcc_bulk,Brain,2018-12-17,2017-03-14,30643296,"Rizzardi LF,Hickey P,Hansen KD,Feinberg AP","ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/002/SRR5343832/SRR5343832_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/002/SRR5343832/SRR5343832_2.fastq.gz","83335e40a35c5003f299ae5332491cd1,d5cf9cc14f8a9974080d94c29b851544",99.28
GSM2536594,67.9G,32.5Gb,Illumina HiSeq 2500,PAIRED,WGBS,Homo sapiens,Johns Hopkins University School of Medicine,SRR5343833,hippocampus (HC) tissue;cell type: bulk tissue;tissue: hippocampus (HC);individual id: 5284,5284_HC (bisulfite-Seq),Brain_HC_bulk,Brain,2018-12-17,2017-03-14,30643296,"Rizzardi LF,Hickey P,Hansen KD,Feinberg AP","ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/003/SRR5343833/SRR5343833_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/003/SRR5343833/SRR5343833_2.fastq.gz","d85e5ba8f46679f2b9e6fdfd804c3663,1c52b596a53037a7f04b1ee2322d3a33",98.77
GSM2536595,55.6G,28Gb,Illumina HiSeq 2500,PAIRED,WGBS,Homo sapiens,Johns Hopkins University School of Medicine,SRR5343834,nucleus accumbens (NAcc) tissue;cell type: bulk tissue;tissue: nucleus accumbens (NAcc);individual id: 5284,5284_NAcc (bisulfite-Seq),Brain_NAcc_bulk,Brain,2018-12-17,2017-03-14,30643296,"Rizzardi LF,Hickey P,Hansen KD,Feinberg AP","ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/004/SRR5343834/SRR5343834_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/004/SRR5343834/SRR5343834_2.fastq.gz","87a280d1915d63ee0d351b1bae2861f2,1b18e50a7b33e3af4898ec83d02c3971",98.67
